"","num_thefts","x_repr","y_repr","hour","day"
"146",64,-122.309775,47.5909505,1,1
"147",0,-122.265825,47.5909505,1,1
"148",0,-122.221875,47.5909505,1,1
"149",0,-122.177925,47.5909505,1,1
"150",0,-122.133975,47.5909505,1,1
"151",0,-122.529525,47.6205795,1,1
"152",0,-122.485575,47.6205795,1,1
"153",0,-122.441625,47.6205795,1,1
"154",1,-122.397675,47.6205795,1,1
"155",147,-122.353725,47.6205795,1,1
"156",103,-122.309775,47.6205795,1,1
"157",2,-122.265825,47.6205795,1,1
"158",0,-122.221875,47.6205795,1,1
"159",0,-122.177925,47.6205795,1,1
"160",0,-122.133975,47.6205795,1,1
"161",0,-122.529525,47.6502085,1,1
"162",0,-122.485575,47.6502085,1,1
"163",0,-122.441625,47.6502085,1,1
"164",20,-122.397675,47.6502085,1,1
"165",45,-122.353725,47.6502085,1,1
"166",36,-122.309775,47.6502085,1,1
"167",3,-122.265825,47.6502085,1,1
"168",0,-122.221875,47.6502085,1,1
"169",0,-122.177925,47.6502085,1,1
"170",0,-122.133975,47.6502085,1,1
"171",0,-122.529525,47.6798375,1,1
"172",0,-122.485575,47.6798375,1,1
"173",0,-122.441625,47.6798375,1,1
"174",31,-122.397675,47.6798375,1,1
"175",37,-122.353725,47.6798375,1,1
"176",46,-122.309775,47.6798375,1,1
"177",8,-122.265825,47.6798375,1,1
"178",0,-122.221875,47.6798375,1,1
"179",0,-122.177925,47.6798375,1,1
"180",0,-122.133975,47.6798375,1,1
"181",0,-122.529525,47.7094665,1,1
"182",0,-122.485575,47.7094665,1,1
"183",0,-122.441625,47.7094665,1,1
"184",1,-122.397675,47.7094665,1,1
"185",35,-122.353725,47.7094665,1,1
"186",36,-122.309775,47.7094665,1,1
"187",2,-122.265825,47.7094665,1,1
"188",0,-122.221875,47.7094665,1,1
"189",0,-122.177925,47.7094665,1,1
"190",0,-122.133975,47.7094665,1,1
"191",0,-122.529525,47.7390955,1,1
"192",0,-122.485575,47.7390955,1,1
"193",0,-122.441625,47.7390955,1,1
"194",0,-122.397675,47.7390955,1,1
"195",7,-122.353725,47.7390955,1,1
"196",10,-122.309775,47.7390955,1,1
"197",1,-122.265825,47.7390955,1,1
"198",0,-122.221875,47.7390955,1,1
"199",0,-122.177925,47.7390955,1,1
"200",0,-122.133975,47.7390955,1,1
"201",0,-122.529525,47.4724345,2,1
"202",0,-122.485575,47.4724345,2,1
"203",0,-122.441625,47.4724345,2,1
"204",0,-122.397675,47.4724345,2,1
"205",0,-122.353725,47.4724345,2,1
"206",0,-122.309775,47.4724345,2,1
"207",0,-122.265825,47.4724345,2,1
"208",0,-122.221875,47.4724345,2,1
"209",0,-122.177925,47.4724345,2,1
"210",0,-122.133975,47.4724345,2,1
"211",0,-122.529525,47.5020635,2,1
"212",0,-122.485575,47.5020635,2,1
"213",0,-122.441625,47.5020635,2,1
"214",0,-122.397675,47.5020635,2,1
"215",0,-122.353725,47.5020635,2,1
"216",0,-122.309775,47.5020635,2,1
"217",2,-122.265825,47.5020635,2,1
"218",0,-122.221875,47.5020635,2,1
"219",0,-122.177925,47.5020635,2,1
"220",0,-122.133975,47.5020635,2,1
"221",0,-122.529525,47.5316925,2,1
"222",0,-122.485575,47.5316925,2,1
"223",0,-122.441625,47.5316925,2,1
"224",5,-122.397675,47.5316925,2,1
"225",15,-122.353725,47.5316925,2,1
"226",13,-122.309775,47.5316925,2,1
"227",17,-122.265825,47.5316925,2,1
"228",0,-122.221875,47.5316925,2,1
"229",0,-122.177925,47.5316925,2,1
"230",0,-122.133975,47.5316925,2,1
"231",0,-122.529525,47.5613215,2,1
"232",0,-122.485575,47.5613215,2,1
"233",0,-122.441625,47.5613215,2,1
"234",6,-122.397675,47.5613215,2,1
"235",10,-122.353725,47.5613215,2,1
"236",18,-122.309775,47.5613215,2,1
"237",7,-122.265825,47.5613215,2,1
"238",0,-122.221875,47.5613215,2,1
"239",0,-122.177925,47.5613215,2,1
"240",0,-122.133975,47.5613215,2,1
"241",0,-122.529525,47.5909505,2,1
"242",0,-122.485575,47.5909505,2,1
"243",0,-122.441625,47.5909505,2,1
"244",12,-122.397675,47.5909505,2,1
"245",42,-122.353725,47.5909505,2,1
"246",48,-122.309775,47.5909505,2,1
"247",0,-122.265825,47.5909505,2,1
"248",0,-122.221875,47.5909505,2,1
"249",0,-122.177925,47.5909505,2,1
"250",0,-122.133975,47.5909505,2,1
"251",0,-122.529525,47.6205795,2,1
"252",0,-122.485575,47.6205795,2,1
"253",0,-122.441625,47.6205795,2,1
"254",2,-122.397675,47.6205795,2,1
"255",116,-122.353725,47.6205795,2,1
"256",131,-122.309775,47.6205795,2,1
"257",3,-122.265825,47.6205795,2,1
"258",0,-122.221875,47.6205795,2,1
"259",0,-122.177925,47.6205795,2,1
"260",0,-122.133975,47.6205795,2,1
"261",0,-122.529525,47.6502085,2,1
"262",0,-122.485575,47.6502085,2,1
"263",0,-122.441625,47.6502085,2,1
"264",7,-122.397675,47.6502085,2,1
"265",32,-122.353725,47.6502085,2,1
"266",43,-122.309775,47.6502085,2,1
"267",3,-122.265825,47.6502085,2,1
"268",0,-122.221875,47.6502085,2,1
"269",0,-122.177925,47.6502085,2,1
"270",0,-122.133975,47.6502085,2,1
"271",0,-122.529525,47.6798375,2,1
"272",0,-122.485575,47.6798375,2,1
"273",0,-122.441625,47.6798375,2,1
"274",24,-122.397675,47.6798375,2,1
"275",31,-122.353725,47.6798375,2,1
"276",36,-122.309775,47.6798375,2,1
"277",6,-122.265825,47.6798375,2,1
"278",0,-122.221875,47.6798375,2,1
"279",0,-122.177925,47.6798375,2,1
"280",0,-122.133975,47.6798375,2,1
"281",0,-122.529525,47.7094665,2,1
"282",0,-122.485575,47.7094665,2,1
"283",0,-122.441625,47.7094665,2,1
"284",0,-122.397675,47.7094665,2,1
"285",22,-122.353725,47.7094665,2,1
"286",29,-122.309775,47.7094665,2,1
"287",2,-122.265825,47.7094665,2,1
"288",0,-122.221875,47.7094665,2,1
"289",0,-122.177925,47.7094665,2,1
"290",0,-122.133975,47.7094665,2,1
"291",0,-122.529525,47.7390955,2,1
"292",0,-122.485575,47.7390955,2,1
"293",0,-122.441625,47.7390955,2,1
"294",0,-122.397675,47.7390955,2,1
"295",11,-122.353725,47.7390955,2,1
"296",11,-122.309775,47.7390955,2,1
"297",0,-122.265825,47.7390955,2,1
"298",0,-122.221875,47.7390955,2,1
"299",0,-122.177925,47.7390955,2,1
"300",0,-122.133975,47.7390955,2,1
"301",0,-122.529525,47.4724345,3,1
"302",0,-122.485575,47.4724345,3,1
"303",0,-122.441625,47.4724345,3,1
"304",0,-122.397675,47.4724345,3,1
"305",0,-122.353725,47.4724345,3,1
"306",0,-122.309775,47.4724345,3,1
"307",0,-122.265825,47.4724345,3,1
"308",0,-122.221875,47.4724345,3,1
"309",0,-122.177925,47.4724345,3,1
"310",0,-122.133975,47.4724345,3,1
"311",0,-122.529525,47.5020635,3,1
"312",0,-122.485575,47.5020635,3,1
"313",0,-122.441625,47.5020635,3,1
"314",1,-122.397675,47.5020635,3,1
"315",2,-122.353725,47.5020635,3,1
"316",0,-122.309775,47.5020635,3,1
"317",13,-122.265825,47.5020635,3,1
"318",0,-122.221875,47.5020635,3,1
"319",0,-122.177925,47.5020635,3,1
"320",0,-122.133975,47.5020635,3,1
"321",0,-122.529525,47.5316925,3,1
"322",0,-122.485575,47.5316925,3,1
"323",0,-122.441625,47.5316925,3,1
"324",5,-122.397675,47.5316925,3,1
"325",34,-122.353725,47.5316925,3,1
"326",20,-122.309775,47.5316925,3,1
"327",36,-122.265825,47.5316925,3,1
"328",0,-122.221875,47.5316925,3,1
"329",0,-122.177925,47.5316925,3,1
"330",0,-122.133975,47.5316925,3,1
"331",0,-122.529525,47.5613215,3,1
"332",0,-122.485575,47.5613215,3,1
"333",0,-122.441625,47.5613215,3,1
"334",17,-122.397675,47.5613215,3,1
"335",19,-122.353725,47.5613215,3,1
"336",32,-122.309775,47.5613215,3,1
"337",13,-122.265825,47.5613215,3,1
"338",0,-122.221875,47.5613215,3,1
"339",0,-122.177925,47.5613215,3,1
"340",0,-122.133975,47.5613215,3,1
"341",0,-122.529525,47.5909505,3,1
"342",0,-122.485575,47.5909505,3,1
"343",0,-122.441625,47.5909505,3,1
"344",8,-122.397675,47.5909505,3,1
"345",73,-122.353725,47.5909505,3,1
"346",71,-122.309775,47.5909505,3,1
"347",0,-122.265825,47.5909505,3,1
"348",0,-122.221875,47.5909505,3,1
"349",0,-122.177925,47.5909505,3,1
"350",0,-122.133975,47.5909505,3,1
"351",0,-122.529525,47.6205795,3,1
"352",0,-122.485575,47.6205795,3,1
"353",0,-122.441625,47.6205795,3,1
"354",1,-122.397675,47.6205795,3,1
"355",202,-122.353725,47.6205795,3,1
"356",124,-122.309775,47.6205795,3,1
"357",1,-122.265825,47.6205795,3,1
"358",0,-122.221875,47.6205795,3,1
"359",0,-122.177925,47.6205795,3,1
"360",0,-122.133975,47.6205795,3,1
"361",0,-122.529525,47.6502085,3,1
"362",0,-122.485575,47.6502085,3,1
"363",0,-122.441625,47.6502085,3,1
"364",10,-122.397675,47.6502085,3,1
"365",51,-122.353725,47.6502085,3,1
"366",62,-122.309775,47.6502085,3,1
"367",8,-122.265825,47.6502085,3,1
"368",0,-122.221875,47.6502085,3,1
"369",0,-122.177925,47.6502085,3,1
"370",0,-122.133975,47.6502085,3,1
"371",0,-122.529525,47.6798375,3,1
"372",0,-122.485575,47.6798375,3,1
"373",0,-122.441625,47.6798375,3,1
"374",31,-122.397675,47.6798375,3,1
"375",48,-122.353725,47.6798375,3,1
"376",37,-122.309775,47.6798375,3,1
"377",12,-122.265825,47.6798375,3,1
"378",0,-122.221875,47.6798375,3,1
"379",0,-122.177925,47.6798375,3,1
"380",0,-122.133975,47.6798375,3,1
"381",0,-122.529525,47.7094665,3,1
"382",0,-122.485575,47.7094665,3,1
"383",0,-122.441625,47.7094665,3,1
"384",0,-122.397675,47.7094665,3,1
"385",27,-122.353725,47.7094665,3,1
"386",33,-122.309775,47.7094665,3,1
"387",2,-122.265825,47.7094665,3,1
"388",0,-122.221875,47.7094665,3,1
"389",0,-122.177925,47.7094665,3,1
"390",0,-122.133975,47.7094665,3,1
"391",0,-122.529525,47.7390955,3,1
"392",0,-122.485575,47.7390955,3,1
"393",0,-122.441625,47.7390955,3,1
"394",0,-122.397675,47.7390955,3,1
"395",9,-122.353725,47.7390955,3,1
"396",8,-122.309775,47.7390955,3,1
"397",0,-122.265825,47.7390955,3,1
"398",0,-122.221875,47.7390955,3,1
"399",0,-122.177925,47.7390955,3,1
"400",0,-122.133975,47.7390955,3,1
"401",0,-122.529525,47.4724345,4,1
"402",0,-122.485575,47.4724345,4,1
"403",0,-122.441625,47.4724345,4,1
"404",0,-122.397675,47.4724345,4,1
"405",0,-122.353725,47.4724345,4,1
"406",0,-122.309775,47.4724345,4,1
"407",0,-122.265825,47.4724345,4,1
"408",0,-122.221875,47.4724345,4,1
"409",0,-122.177925,47.4724345,4,1
"410",0,-122.133975,47.4724345,4,1
"411",0,-122.529525,47.5020635,4,1
"412",0,-122.485575,47.5020635,4,1
"413",0,-122.441625,47.5020635,4,1
"414",2,-122.397675,47.5020635,4,1
"415",0,-122.353725,47.5020635,4,1
"416",0,-122.309775,47.5020635,4,1
"417",8,-122.265825,47.5020635,4,1
"418",0,-122.221875,47.5020635,4,1
"419",0,-122.177925,47.5020635,4,1
"420",0,-122.133975,47.5020635,4,1
"421",0,-122.529525,47.5316925,4,1
"422",0,-122.485575,47.5316925,4,1
"423",0,-122.441625,47.5316925,4,1
"424",6,-122.397675,47.5316925,4,1
"425",23,-122.353725,47.5316925,4,1
"426",15,-122.309775,47.5316925,4,1
"427",22,-122.265825,47.5316925,4,1
"428",0,-122.221875,47.5316925,4,1
"429",0,-122.177925,47.5316925,4,1
"430",0,-122.133975,47.5316925,4,1
"431",0,-122.529525,47.5613215,4,1
"432",0,-122.485575,47.5613215,4,1
"433",0,-122.441625,47.5613215,4,1
"434",14,-122.397675,47.5613215,4,1
"435",11,-122.353725,47.5613215,4,1
"436",18,-122.309775,47.5613215,4,1
"437",14,-122.265825,47.5613215,4,1
"438",0,-122.221875,47.5613215,4,1
"439",0,-122.177925,47.5613215,4,1
"440",0,-122.133975,47.5613215,4,1
"441",0,-122.529525,47.5909505,4,1
"442",0,-122.485575,47.5909505,4,1
"443",0,-122.441625,47.5909505,4,1
"444",5,-122.397675,47.5909505,4,1
"445",49,-122.353725,47.5909505,4,1
"446",51,-122.309775,47.5909505,4,1
"447",1,-122.265825,47.5909505,4,1
"448",0,-122.221875,47.5909505,4,1
"449",0,-122.177925,47.5909505,4,1
"450",0,-122.133975,47.5909505,4,1
"451",0,-122.529525,47.6205795,4,1
"452",0,-122.485575,47.6205795,4,1
"453",0,-122.441625,47.6205795,4,1
"454",0,-122.397675,47.6205795,4,1
"455",134,-122.353725,47.6205795,4,1
"456",66,-122.309775,47.6205795,4,1
"457",0,-122.265825,47.6205795,4,1
"458",0,-122.221875,47.6205795,4,1
"459",0,-122.177925,47.6205795,4,1
"460",0,-122.133975,47.6205795,4,1
"461",0,-122.529525,47.6502085,4,1
"462",0,-122.485575,47.6502085,4,1
"463",0,-122.441625,47.6502085,4,1
"464",13,-122.397675,47.6502085,4,1
"465",44,-122.353725,47.6502085,4,1
"466",38,-122.309775,47.6502085,4,1
"467",1,-122.265825,47.6502085,4,1
"468",0,-122.221875,47.6502085,4,1
"469",0,-122.177925,47.6502085,4,1
"470",0,-122.133975,47.6502085,4,1
"471",0,-122.529525,47.6798375,4,1
"472",0,-122.485575,47.6798375,4,1
"473",0,-122.441625,47.6798375,4,1
"474",19,-122.397675,47.6798375,4,1
"475",22,-122.353725,47.6798375,4,1
"476",13,-122.309775,47.6798375,4,1
"477",5,-122.265825,47.6798375,4,1
"478",0,-122.221875,47.6798375,4,1
"479",0,-122.177925,47.6798375,4,1
"480",0,-122.133975,47.6798375,4,1
"481",0,-122.529525,47.7094665,4,1
"482",0,-122.485575,47.7094665,4,1
"483",0,-122.441625,47.7094665,4,1
"484",1,-122.397675,47.7094665,4,1
"485",22,-122.353725,47.7094665,4,1
"486",19,-122.309775,47.7094665,4,1
"487",1,-122.265825,47.7094665,4,1
"488",0,-122.221875,47.7094665,4,1
"489",0,-122.177925,47.7094665,4,1
"490",0,-122.133975,47.7094665,4,1
"491",0,-122.529525,47.7390955,4,1
"492",0,-122.485575,47.7390955,4,1
"493",0,-122.441625,47.7390955,4,1
"494",0,-122.397675,47.7390955,4,1
"495",3,-122.353725,47.7390955,4,1
"496",4,-122.309775,47.7390955,4,1
"497",0,-122.265825,47.7390955,4,1
"498",0,-122.221875,47.7390955,4,1
"499",0,-122.177925,47.7390955,4,1
"500",0,-122.133975,47.7390955,4,1
"501",0,-122.529525,47.4724345,5,1
"502",0,-122.485575,47.4724345,5,1
"503",0,-122.441625,47.4724345,5,1
"504",0,-122.397675,47.4724345,5,1
"505",0,-122.353725,47.4724345,5,1
"506",0,-122.309775,47.4724345,5,1
"507",0,-122.265825,47.4724345,5,1
"508",0,-122.221875,47.4724345,5,1
"509",0,-122.177925,47.4724345,5,1
"510",0,-122.133975,47.4724345,5,1
"511",0,-122.529525,47.5020635,5,1
"512",0,-122.485575,47.5020635,5,1
"513",0,-122.441625,47.5020635,5,1
"514",0,-122.397675,47.5020635,5,1
"515",0,-122.353725,47.5020635,5,1
"516",0,-122.309775,47.5020635,5,1
"517",4,-122.265825,47.5020635,5,1
"518",0,-122.221875,47.5020635,5,1
"519",0,-122.177925,47.5020635,5,1
"520",0,-122.133975,47.5020635,5,1
"521",0,-122.529525,47.5316925,5,1
"522",0,-122.485575,47.5316925,5,1
"523",0,-122.441625,47.5316925,5,1
"524",4,-122.397675,47.5316925,5,1
"525",21,-122.353725,47.5316925,5,1
"526",11,-122.309775,47.5316925,5,1
"527",15,-122.265825,47.5316925,5,1
"528",0,-122.221875,47.5316925,5,1
"529",0,-122.177925,47.5316925,5,1
"530",0,-122.133975,47.5316925,5,1
"531",0,-122.529525,47.5613215,5,1
"532",0,-122.485575,47.5613215,5,1
"533",0,-122.441625,47.5613215,5,1
"534",7,-122.397675,47.5613215,5,1
"535",12,-122.353725,47.5613215,5,1
"536",17,-122.309775,47.5613215,5,1
"537",7,-122.265825,47.5613215,5,1
"538",0,-122.221875,47.5613215,5,1
"539",0,-122.177925,47.5613215,5,1
"540",0,-122.133975,47.5613215,5,1
"541",0,-122.529525,47.5909505,5,1
"542",0,-122.485575,47.5909505,5,1
"543",0,-122.441625,47.5909505,5,1
"544",5,-122.397675,47.5909505,5,1
"545",33,-122.353725,47.5909505,5,1
"546",37,-122.309775,47.5909505,5,1
"547",0,-122.265825,47.5909505,5,1
"548",0,-122.221875,47.5909505,5,1
"549",0,-122.177925,47.5909505,5,1
"550",0,-122.133975,47.5909505,5,1
"551",0,-122.529525,47.6205795,5,1
"552",0,-122.485575,47.6205795,5,1
"553",0,-122.441625,47.6205795,5,1
"554",1,-122.397675,47.6205795,5,1
"555",90,-122.353725,47.6205795,5,1
"556",73,-122.309775,47.6205795,5,1
"557",0,-122.265825,47.6205795,5,1
"558",0,-122.221875,47.6205795,5,1
"559",0,-122.177925,47.6205795,5,1
"560",0,-122.133975,47.6205795,5,1
"561",0,-122.529525,47.6502085,5,1
"562",0,-122.485575,47.6502085,5,1
"563",0,-122.441625,47.6502085,5,1
"564",4,-122.397675,47.6502085,5,1
"565",28,-122.353725,47.6502085,5,1
"566",24,-122.309775,47.6502085,5,1
"567",1,-122.265825,47.6502085,5,1
"568",0,-122.221875,47.6502085,5,1
"569",0,-122.177925,47.6502085,5,1
"570",0,-122.133975,47.6502085,5,1
"571",0,-122.529525,47.6798375,5,1
"572",0,-122.485575,47.6798375,5,1
"573",0,-122.441625,47.6798375,5,1
"574",11,-122.397675,47.6798375,5,1
"575",13,-122.353725,47.6798375,5,1
"576",23,-122.309775,47.6798375,5,1
"577",3,-122.265825,47.6798375,5,1
"578",0,-122.221875,47.6798375,5,1
"579",0,-122.177925,47.6798375,5,1
"580",0,-122.133975,47.6798375,5,1
"581",0,-122.529525,47.7094665,5,1
"582",0,-122.485575,47.7094665,5,1
"583",0,-122.441625,47.7094665,5,1
"584",1,-122.397675,47.7094665,5,1
"585",10,-122.353725,47.7094665,5,1
"586",10,-122.309775,47.7094665,5,1
"587",1,-122.265825,47.7094665,5,1
"588",0,-122.221875,47.7094665,5,1
"589",0,-122.177925,47.7094665,5,1
"590",0,-122.133975,47.7094665,5,1
"591",0,-122.529525,47.7390955,5,1
"592",0,-122.485575,47.7390955,5,1
"593",0,-122.441625,47.7390955,5,1
"594",0,-122.397675,47.7390955,5,1
"595",5,-122.353725,47.7390955,5,1
"596",7,-122.309775,47.7390955,5,1
"597",0,-122.265825,47.7390955,5,1
"598",0,-122.221875,47.7390955,5,1
"599",0,-122.177925,47.7390955,5,1
"600",0,-122.133975,47.7390955,5,1
"601",0,-122.529525,47.4724345,6,1
"602",0,-122.485575,47.4724345,6,1
"603",0,-122.441625,47.4724345,6,1
"604",0,-122.397675,47.4724345,6,1
"605",0,-122.353725,47.4724345,6,1
"606",0,-122.309775,47.4724345,6,1
"607",0,-122.265825,47.4724345,6,1
"608",0,-122.221875,47.4724345,6,1
"609",0,-122.177925,47.4724345,6,1
"610",0,-122.133975,47.4724345,6,1
"611",0,-122.529525,47.5020635,6,1
"612",0,-122.485575,47.5020635,6,1
"613",0,-122.441625,47.5020635,6,1
"614",1,-122.397675,47.5020635,6,1
"615",0,-122.353725,47.5020635,6,1
"616",0,-122.309775,47.5020635,6,1
"617",6,-122.265825,47.5020635,6,1
"618",0,-122.221875,47.5020635,6,1
"619",0,-122.177925,47.5020635,6,1
"620",0,-122.133975,47.5020635,6,1
"621",0,-122.529525,47.5316925,6,1
"622",0,-122.485575,47.5316925,6,1
"623",0,-122.441625,47.5316925,6,1
"624",3,-122.397675,47.5316925,6,1
"625",16,-122.353725,47.5316925,6,1
"626",6,-122.309775,47.5316925,6,1
"627",12,-122.265825,47.5316925,6,1
"628",0,-122.221875,47.5316925,6,1
"629",0,-122.177925,47.5316925,6,1
"630",0,-122.133975,47.5316925,6,1
"631",0,-122.529525,47.5613215,6,1
"632",0,-122.485575,47.5613215,6,1
"633",0,-122.441625,47.5613215,6,1
"634",5,-122.397675,47.5613215,6,1
"635",3,-122.353725,47.5613215,6,1
"636",10,-122.309775,47.5613215,6,1
"637",4,-122.265825,47.5613215,6,1
"638",0,-122.221875,47.5613215,6,1
"639",0,-122.177925,47.5613215,6,1
"640",0,-122.133975,47.5613215,6,1
"641",0,-122.529525,47.5909505,6,1
"642",0,-122.485575,47.5909505,6,1
"643",0,-122.441625,47.5909505,6,1
"644",5,-122.397675,47.5909505,6,1
"645",26,-122.353725,47.5909505,6,1
"646",39,-122.309775,47.5909505,6,1
"647",1,-122.265825,47.5909505,6,1
"648",0,-122.221875,47.5909505,6,1
"649",0,-122.177925,47.5909505,6,1
"650",0,-122.133975,47.5909505,6,1
"651",0,-122.529525,47.6205795,6,1
"652",0,-122.485575,47.6205795,6,1
"653",0,-122.441625,47.6205795,6,1
"654",0,-122.397675,47.6205795,6,1
"655",60,-122.353725,47.6205795,6,1
"656",50,-122.309775,47.6205795,6,1
"657",1,-122.265825,47.6205795,6,1
"658",0,-122.221875,47.6205795,6,1
"659",0,-122.177925,47.6205795,6,1
"660",0,-122.133975,47.6205795,6,1
"661",0,-122.529525,47.6502085,6,1
"662",0,-122.485575,47.6502085,6,1
"663",0,-122.441625,47.6502085,6,1
"664",9,-122.397675,47.6502085,6,1
